,date,sentence,label,score
12,2022-08-30 23:59:05+00:00," has the woman with the fetus with the fatal condition on her show and I’m crying for her. 

She needs an abortion and her state won’t allow it. 

Fûck Republicans!",not sexist,0.9985016584396362
13,2022-08-30 23:59:01+00:00," GUESS HE DOESN'T KNOW TRUMP HAS A FACINATION WITH HITLER!
FASCISM IS ATTACKING THE MEDIA, BANNING BOOKS, ATTACKING DOCTORS, POLICE, POLL WATCHERS AND OTHER PUBLIC SERVANTS, QUESTIONING ELECTIONS, STRIPPING WOMEN FROM THEIR RIGHTS (ABORTIONS), UNDERMINING THE INTERNET, ETC...",not sexist,0.9993932247161865
14,2022-08-30 23:59:01+00:00,Nasty ass shit. Just fucking stop it!!!  U.S. government sues Idaho data company it says tracks people at abortion clinics ,not sexist,0.9991486072540283
15,2022-08-30 23:58:58+00:00,South Carolina House passes abortion ban with exceptions  ,not sexist,0.998927891254425
16,2022-08-30 23:58:56+00:00,Democrats lie and call ripping fully developed babies apart in the womb Reproductive Rights . If they will lie about murdering a baby they will lie about anything . Abortion is not healthcare or reproductive rights its murder always has been .,not sexist,0.9972150325775146
17,2022-08-30 23:58:55+00:00," is NOT a  in good standing.  She NEEDS to go to  &amp; repent her support of    
-  ",not sexist,0.997654378414154
18,2022-08-30 23:58:48+00:00,"    That's not an abortion kid. Who told you that?

An abortion is the act of dismembering and killing a living baby. 

Removing a baby a mother lost naturally is completely different. 

Seriously who told you that?",not sexist,0.9974393844604492
19,2022-08-30 23:58:48+00:00,      I've also already left Colorado. I'm proactive like that. I could say the same to you. Move to California or NY or Colorado where you can get an abortion at 9 months if you so please.,not sexist,0.6982008218765259
20,2022-08-30 23:58:43+00:00,"Anti abortion is dumb. The mother’s life is more important than the babies. Its her choice. 

Obviously killing an independent post birthed life is wrong, but until birth, its the mother’s choice and no one else’s.",not sexist,0.9750182032585144
21,2022-08-30 23:58:42+00:00,"That's not an abortion kid. Who told you that?

An abortion is the act of dismembering and killing a living baby. 

Removing a baby a mother lost naturally is completely different. 

Seriously who told you that?",not sexist,0.9973424077033997
22,2022-08-30 23:58:41+00:00, Abortion is murder not health care,not sexist,0.9785352349281311
23,2022-08-30 23:58:39+00:00,Hochul supports the most extream position on abortion!,not sexist,0.9996044039726257
24,2022-08-30 23:58:33+00:00,"Deep in the heart of 
Law now says the attorney general “shall” seek a civil penalty of not less than $100,000, plus attorney’s fees and up to life in prison for any person who performs an  in the state. ",not sexist,0.999004065990448
25,2022-08-30 23:58:32+00:00,"Beyond seeing them live, their album run in the 80's - Rembrandt Pussyhorse, Psychic... Powerless... Another Mans Sac, &amp; Locust Abortion Technician - was unmatched. Truly classic post-punk weirdo rock.",not sexist,0.9831045269966125
26,2022-08-30 23:58:26+00:00,"This news about a woman carrying a fetus with a fatal condition not on Louisiana's ""exceptions"" list to ok an abortion? Heartbreaking. Heartbreaking to learn your potential child will not survive but to have your state say she has to carry to term ANYWAY? Cruel.
",not sexist,0.998056948184967
27,2022-08-30 23:58:25+00:00,"Abortion access is so important to college students that 30% would consider switching schools if they didn't have it, according to a new survey ",not sexist,0.9991551637649536
28,2022-08-30 23:58:23+00:00,America’s fight over abortions has fired up women voters ,not sexist,0.9988481998443604
29,2022-08-30 23:58:22+00:00,"White House aides were still debating how often - or if at all - the words “Donald Trump” would appear in Thursday’s primetime speech

Regardless, it will be a broadside on GOP, painting it as out of step with voters on abortion, guns and voting rights ",not sexist,0.9993027448654175
30,2022-08-30 23:58:22+00:00," When you call someone a wolf in sheep's clothing means that person is hiding who they really are

Tim Ryan on the other hand has been open on his views of abortions &amp; LGBTQ+ rights ",not sexist,0.9994499087333679
31,2022-08-30 23:58:19+00:00,  I have never advocated the abortion of a 28-week-old fetus. 28 weeks is beyond the point of fetal viability and I do not support the abortion of viable fetuses. Embryos cannot feel pain. Why call me a demon for pointing out biological facts?,not sexist,0.9984604120254517
32,2022-08-30 23:58:18+00:00, Im a republican that does think there needs to be a better framework for abortion.  You acting like a loon does the cause no good.,not sexist,0.9989402890205383
33,2022-08-30 23:58:14+00:00,Have you seen any stories yet about doctors who have been charged with a crime for performing abortions?,not sexist,0.9995260238647461
34,2022-08-30 23:58:11+00:00, Can’t help felling that the majority of anti-abortion Republican zealots are incels.,not sexist,0.9993802309036255
35,2022-08-30 23:58:09+00:00,Abortion pill: Why Japanese women will need their partner's consent to get a tablet ,not sexist,0.9982807636260986
36,2022-08-30 23:58:09+00:00,Abortion pill: Why Japanese women will need their partner's consent to get a tablet ,not sexist,0.9982807636260986
37,2022-08-30 23:58:07+00:00,"   You claimed abortion bans are not pro life, because death still happens. Your articles demonstratively prove death is minimized in the case of abortion when they are banned. The presumption that banning abortions is not pro life is false. On its face. With your own information",not sexist,0.9985852241516113
38,2022-08-30 23:58:03+00:00,SC House approves abortion ban with exceptions ,not sexist,0.9989522695541382
39,2022-08-30 23:57:59+00:00, i get it but nancy mace &gt;&gt;&gt;&gt;&gt; dixon in terms of abortion messaging,not sexist,0.9990785121917725
40,2022-08-30 23:57:58+00:00,  Curious what your thoughts on the violence of abortion?,not sexist,0.9994890689849854
41,2022-08-30 23:57:57+00:00,"So the only thing democrats did about the christo fascists making abortion illegal is to say they’ll fund more cops who will inevitably arrest people trying to avoid forced births 
Cracking stuff gromit",not sexist,0.999393105506897
42,2022-08-30 23:57:54+00:00,  So Rob agrees pregnant women w their lives in danger or raped like a 10 yr old can't get an abortion. And the insurrection wasn't real. Police didn't die. Politicians lives weren't in danger. Hate crimes are up.  Ur giving up ur career for that America.  Good for you,not sexist,0.9987913966178894
43,2022-08-30 23:57:50+00:00,"

FORMER ANTI-ABORTION TEXAS RIGHT TO LIFE POLITICAL DIRECTOR CHARGED WITH SOLICITING SEX FROM MINOR ",not sexist,0.9987785220146179
44,2022-08-30 23:57:49+00:00,"   Anuja Singh, MD
Obstetrics Gynecology posts misleading commercial on 6pm  , Bc Doe vs Gomez 1995 MN Supreme Court makes ABORTION forever legal in MN , regardless of a Governor's stance. Cover that case , and be fair to Dr Scott Jensen as you are to Tim Walz.",not sexist,0.9983277916908264
45,2022-08-30 23:57:47+00:00,     The democratic platform is pro choice. The Republican platform is actively supporting banning abortion. McConnell has said a federal ban is on the table. Naming  one Democratic politician doesn’t change that.,not sexist,0.9988875985145569
46,2022-08-30 23:57:44+00:00," Serious question. The Bible isn’t 100% clear on abortion. There are references, but even those can be debated. Is it possible that this is a matter of free will?",not sexist,0.9987553358078003
47,2022-08-30 23:57:43+00:00," Pre Dobbs-
I just went to abortion clinic and they sucked the baby right out of me. I was 8 months pregnant and decided the baby was going to be burdensome to my career so wham, suck, pull I’m not pregnant anymore.",not sexist,0.9902375340461731
48,2022-08-30 23:57:42+00:00,"   And while you're at it, explain to me why a 10 year old girl had to cross state lines to get an abortion after she was raped.",not sexist,0.998259961605072
49,2022-08-30 23:57:35+00:00,  SALUD Y VIDA LAS ULTIMAS NOTICIAS Abortion pill: Why Japanese women will need their partner's consent to get a tablet  SEGUROS EN ECUADOR  Contáctenos!    ,not sexist,0.9986931681632996
50,2022-08-30 23:57:33+00:00,"Despite Gov. J.B. Pritzker’s focus on abortion rights, prospects dimming for special legislative session before November election  ",not sexist,0.9991344809532166
51,2022-08-30 23:57:33+00:00,"    Lol, so you have no idea what “misogynist” means.  Look in your mirror.  The entire anti-abortion stance is pure misogyny.",not sexist,0.9968082308769226
52,2022-08-30 23:57:27+00:00,  Yet Locust Abortion Technician concert was the best one I’ve ever attended!,not sexist,0.9987764954566956
53,2022-08-30 23:57:26+00:00,   Abortion isn’t illegal just given back to the states where it belongs,not sexist,0.9978492259979248
54,2022-08-30 23:57:21+00:00,"Hi friends in the UK, please sign this petition for adding abortion rights to the Bill of Rights in UK gov 

",not sexist,0.9990528225898743
55,2022-08-30 23:57:19+00:00,"  But overall, as this is just one instance, it’s helpful to consider that numerous women have reported other scenarios in which abortion is a decision they never wished to make but was necessitated by other medical crises. 3/",not sexist,0.998140811920166
56,2022-08-30 23:57:19+00:00,"        Abortion is biblical...if a young girl was found pregnant in Biblical times, she was stoned alive, along with her unborn fetus...and there's so much more... ",not sexist,0.9690458178520203
57,2022-08-30 23:57:16+00:00,"  People also mistakenly thought there was a constitutional right to an abortion. People can be wrong, go figure.",not sexist,0.9988529682159424
58,2022-08-30 23:57:12+00:00,Abortion pill: Why Japanese women will need their partner's consent to get a tablet ,not sexist,0.9982807636260986
59,2022-08-30 23:57:10+00:00," the most important issue facing Georgia right now, while abortion access is the top concern to 20% of Georgians.Warnock is very vocal about his pro-abortion stance, often referring to himself as the ""pro-choice pastor,"" but he refuses to..",not sexist,0.999228835105896
60,2022-08-30 23:57:10+00:00," Dictators disarm the populace in the name of “safety”, you’re no different. I’ve registered my life long Democrat family to Republican and a few of my friends as well, my religious mother doesn’t appreciate your abortion stance, she never knew now she does.",not sexist,0.9973811507225037
61,2022-08-30 23:57:08+00:00," I'm a concealed carry card member,  he's not trying to take our guns completely, nice change they,   but I support abortion rights 100% and I support transgender rights all the way, I worry about our future so differently than you do",not sexist,0.9994978904724121
62,2022-08-30 23:57:02+00:00,"
NEVER FORGET
GOP Minnesota Governor Candidates: “We Will Ban Abortion”
",not sexist,0.9994174242019653
63,2022-08-30 23:57:00+00:00,  is pro rapists and wants to prevent abortions for raped women.,not sexist,0.9949783682823181
64,2022-08-30 23:57:00+00:00,"Abortion bans threaten essential medical training.

As  told  ""We're going to start having a hard time training residents to competence."" ",not sexist,0.9990348815917969
65,2022-08-30 23:56:53+00:00,Thanks to  for her  article on abortion doulas. It made for a wonderful discussion!,not sexist,0.9992189407348633
66,2022-08-30 23:56:47+00:00,    You are free to believe what you want. But that doesn’t change where the public is. A majority (not everyone) are for abortion with exceptions and not past 20 weeks.,not sexist,0.9987356066703796
67,2022-08-30 23:56:46+00:00," highest rate of gun related crimes, history of voter suppression, state's one abortion clinic stopped providing abortions July, 2022, prohibits teaching CRT, passed anti-protest law in June and now has no drinkable water...
",not sexist,0.9991914629936218
68,2022-08-30 23:56:45+00:00,  Woahhhh you genuinely think republicans never get abortions…?!?!,not sexist,0.9995330572128296
69,2022-08-30 23:56:39+00:00, The only exceptions for abortion should be if the mother's life is in grave danger or if the baby is inviable and will 100% die.,not sexist,0.9291892647743225
70,2022-08-30 23:56:37+00:00, Apparently your beliefs are not widely accepted in Florida. If you are for late term abortion as a form of birth control you are a fowl human being. ,not sexist,0.9943344593048096
71,2022-08-30 23:56:35+00:00,"  For my large Irish Catholic family,  abortion is their ONLY issue. Sickening.",not sexist,0.9960306286811829
72,2022-08-30 23:56:30+00:00,"  You support abortion-on-demand, public theft via student loan forgiveness, the destruction of the country via open borders, and transgender contagion -- so, yeah, I'll take your views on Christianity with a grain of salt.",not sexist,0.9974256157875061
73,2022-08-30 23:56:27+00:00,"Don't know who you polled, I call BS on your 7 in 10.  St. Louis,  Kansas City, and possibly Columbia,  college towns, would be for murder of a helpless baby.  Rural areas do not want abortion",not sexist,0.9978456497192383
74,2022-08-30 23:56:27+00:00,Indiana abortion clinics sue to block state's near-total ban: ,not sexist,0.9993565678596497
75,2022-08-30 23:56:18+00:00,Rights teams sue to dam Indiana abortion ban By Reuters ,not sexist,0.9992977380752563
76,2022-08-30 23:56:18+00:00," It has had massive brain drain and white flight since 1972. With respect, future Steve Jobses are not being born in Jackson. Look at what is there and multiply it by about two to three. Then, you should see what Jackson would be like if abortion were never legalized.",not sexist,0.9974923133850098
77,2022-08-30 23:56:16+00:00,"  Yes, however in MI09 Abortion Rights wording strikes a huge nerve with the very conservative right throughout the district and only drives then more to vote (Unfortunately learned that the hard way in the old MI-10). Rights for All could be even better wording though ",not sexist,0.9992874264717102
78,2022-08-30 23:56:15+00:00,"    Canada treats abortion as a medical procedure ( because it is!) and allows it without restriction. How about we trust women and their doctors to decide when medical procedures are necessary, NOT the government. ",not sexist,0.9966288208961487
79,2022-08-30 23:56:14+00:00,   Most abortions have nothing to do with health but about the mothers and family’s convenience.  The kids don’t get a choice.,not sexist,0.6243599653244019
80,2022-08-30 23:56:12+00:00,"Despite Gov. J.B. Pritzker’s focus on abortion rights, prospects dimming for special legislative session before November election ",not sexist,0.9990530610084534
81,2022-08-30 23:56:12+00:00,"Louisiana woman says she was denied an abortion after fetus developed rare condition: ""I was carrying my baby to bury my baby"" ",not sexist,0.9987565279006958
82,2022-08-30 23:56:09+00:00,"The Locust Abortion Technician tour was legendary, and rightfully so. It changed my life for the better, and what I wanted out of seeing bands live.",not sexist,0.9988054037094116
83,2022-08-30 23:56:03+00:00,"Have you changed your stance on abortion, Eric, or are you still for controlling women's bodies and their health care decisions?  Do you have anything to campaign with besides name-calling?  ",not sexist,0.9993846416473389
84,2022-08-30 23:56:00+00:00,Rights groups sue to block Indiana abortion ban By Reuters ,not sexist,0.9993388056755066
85,2022-08-30 23:55:57+00:00,  You are so right murder outside of self defense is NOT legal! However abortion is perfectly legal in many places within a certain amount of weeks.,not sexist,0.9972919821739197
86,2022-08-30 23:55:54+00:00,  Lisa the vaccine has been shown to be almost a complete waste esp in younger age groups. Mr Birk believes abortion is wrong and states that clearly. I suspect he respects and empowers  his wife and daughters far more than you have a clue.,not sexist,0.9979519248008728
87,2022-08-30 23:55:53+00:00,"  Remember, back in the 90s when rescue groups were calling for violence (but quickly backed off when they found that a public that was ambivalent on abortion wasn't about killing doctors?) the GOP Congress just barely avoided naming Operation Rescue a terrorist group.",not sexist,0.9995481371879578
88,2022-08-30 23:55:52+00:00,  Nah crazy you got that shit backwards being pro life is not a losing issue . Democrats supporting murdering babies by ripping them apart in the womb and calling it reproductive rights is a losing issue . People see thru the democrats bullshit . Abortion is murder .,not sexist,0.9985876083374023
89,2022-08-30 23:55:43+00:00,  Drazan isn’t able to change oregons abortion laws even if she wanted to. Oregon is safe in that regard.,not sexist,0.9989008903503418
90,2022-08-30 23:55:43+00:00," If abortion were used as a primary method of birth control, a typical woman would have at least two or three pregnancies per year -- 30 or more during her lifetime.",not sexist,0.9464171528816223
91,2022-08-30 23:55:41+00:00,"Illegal to give an 8th grade girl Midol BUT it's fine to hide an abortion from her parents and fine to recommend transitioning as well!
More consistent logic from The Left",not sexist,0.9933745265007019
92,2022-08-30 23:55:33+00:00,rapeculturerealities: Florida Judge Who Blocked Teen’s Abortion Loses ReelectionA Florida Judge Who Denied A Teen Girl An Abortion Because Of Her Grades Was Voted Out Of Office Bush was first elected to the Florida state House in 1992. He was... ,not sexist,0.9986779093742371
93,2022-08-30 23:55:32+00:00,"For Odile Schalit, the service is at the center of abortion care ",not sexist,0.9991149306297302
94,2022-08-30 23:55:30+00:00,"(null) Rubio Challenger Val Demings Refuses to Say When Abortion Should Be Banned
",not sexist,0.9995900988578796
95,2022-08-30 23:55:30+00:00,Abortion pill: Why Japanese women will need their partner's consent to get a tablet ,not sexist,0.9982807636260986
96,2022-08-30 23:55:29+00:00,"    In my experience, all pro-choicers want is more abortion. Misery loves company.",not sexist,0.9771419167518616
97,2022-08-30 23:55:29+00:00,Anti-abortion OB/GYNs push to correct post-Roe media disinfo | Washington Examiner ,not sexist,0.9993122816085815
98,2022-08-30 23:55:28+00:00, How do you feel about abortion? Banning books? The Capitol insurrection? Assault weapons? Trump’s lies? Trump’s stealing WH top secret documents? The Ukraine war? Saving social security &amp; Medicare? Vaccines? No need for debate. Just tell people. ,not sexist,0.9993177652359009
99,2022-08-30 23:55:26+00:00, Hey Joe! Don’t you understand SCOTUS ruled you and Congress have no say on abortion? You can’t pass a law you have no Constitutional authority over without being unconstitutional yourself.,not sexist,0.9988887906074524
